gene,community
KRIT1,5
KRR1,47
KRT1,3569
KRT10,3570
KRT12,3571
KRT13,73
KRT14,47
KRT15,41
KRT16,3572
KRT17,54
KRT18,5
KRT19,0
KRT2,3573
KRT20,3574
KRT222,48
KRT23,3575
KRT24,3576
KRT25,3577
KRT26,3578
KRT27,3579
KRT28,3580
KRT3,3581
KRT31,3582
KRT32,3583
KRT33A,3584
KRT33B,3585
KRT35,3586
KRT36,3587
KRT37,3588
KRT38,3589
KRT39,3590
KRT4,3591
KRT40,3592
KRT5,3593
KRT6A,3594
KRT6B,14
KRT6C,3595
KRT7,3596
KRT71,3597
KRT72,3598
KRT73,3599
KRT74,3600
KRT75,3601
KRT76,3602
KRT77,3603
KRT78,3604
KRT79,3605
KRT80,37
KRT81,3606
KRT82,3607
KRT83,3608
KRT84,3609
KRT85,3610
KRT86,10
KRT9,3611
KRTAP1-1,4
KRTAP1-3,3612
KRTAP1-4,3613
KRTAP1-5,3614
KRTAP10-1,3615
KRTAP10-10,3616
KRTAP10-11,3617
KRTAP10-12,3618
KRTAP10-3,3619
KRTAP10-4,3620
KRTAP10-5,60
KRTAP10-6,3621
KRTAP10-8,3622
KRTAP10-9,3623
KRTAP11-1,3624
KRTAP12-1,3625
KRTAP12-2,3626
KRTAP12-3,3627
KRTAP12-4,3628
KRTAP13-1,73
KRTAP13-2,3629
KRTAP13-3,3630
KRTAP13-4,3631
KRTAP15-1,3632
KRTAP16-1,3633
KRTAP17-1,3634
KRTAP19-1,3635
KRTAP19-2,3636
KRTAP19-3,3637
KRTAP19-4,3638
KRTAP19-5,3639
KRTAP19-6,3640
KRTAP19-7,3641
KRTAP19-8,3642
KRTAP2-2,3643
KRTAP2-4,3644
KRTAP20-1,3645
KRTAP20-2,3646
KRTAP20-3,3647
KRTAP21-1,3648
KRTAP21-2,3649
KRTAP21-3,3650
KRTAP22-1,3651
KRTAP22-2,3652
KRTAP23-1,60
KRTAP24-1,3653
KRTAP25-1,3654
KRTAP26-1,52
KRTAP27-1,3655
KRTAP29-1,3656
KRTAP3-1,3657
KRTAP3-2,3658
KRTAP3-3,3659
KRTAP4-11,3660
KRTAP4-2,3661
KRTAP4-3,3662
KRTAP4-4,3663
KRTAP4-5,3664
KRTAP4-6,3665
KRTAP4-7,3666
KRTAP4-8,3667
KRTAP4-9,3668
KRTAP5-1,3669
KRTAP5-10,3670
KRTAP5-3,3671
KRTAP5-5,3672
KRTAP5-7,3673
KRTAP5-8,3674
KRTAP5-9,3675
KRTAP6-1,3676
KRTAP6-2,3677
KRTAP8-1,3678
KRTAP9-1,3679
KRTAP9-2,3680
KRTAP9-3,3681
KRTAP9-4,3682
KRTAP9-7,3683
KRTAP9-8,3684
KRTAP9-9,3685
KRTCAP2,60
KRTCAP3,3686
KRTDAP,3687
KSR1,3688
KSR2,3689
KTI12,47
KTN1,14
KXD1,71
KY,3690
KYNU,3691
L1TD1,3692
L2HGDH,3693
L3HYPDH,60
L3MBTL1,60
L3MBTL2,4
L3MBTL3,3694
L3MBTL4,3695
LACC1,3696
LACRT,3697
LACTB,14
LACTB2,3698
LAD1,3699
LAG3,4
LAIR1,3700
LAIR2,3701
LALBA,3702
LAMA1,3703
LAMA2,3704
LAMA3,48
LAMA4,73
LAMA5,60
LAMB1,38
LAMB2,10
LAMB3,14
LAMB4,3705
LAMC1,3706
LAMC2,3707
LAMC3,29
LAMP1,63
LAMP3,54
LAMP5,3708
LAMTOR1,71
LAMTOR2,71
LAMTOR3,71
LAMTOR4,71
LAMTOR5,3709
LANCL1,30
LANCL2,3710
LAP3,10
LAPTM4A,70
LAPTM4B,3711
LAPTM5,3712
LARP1,54
LARP1B,38
LARP4,54
LARP4B,54
LARP6,3713
LARP7,54
LARS,27
LARS2,55
LASP1,3
LAT,60
LAT2,3714
LATS2,5
LAX1,3715
LAYN,0
LBH,14
LBP,3716
LBR,8
LBX1,3717
LBX2,3718
LCA5,3719
LCA5L,3720
LCAT,73
LCE1A,3
LCE1B,3721
LCE1C,3722
LCE1D,3723
LCE1E,3724
LCE1F,3725
LCE2A,3726
LCE2B,3727
LCE2C,3728
LCE3A,3729
LCE3B,3730
LCE3D,3731
LCE3E,3732
LCE4A,3733
LCE5A,3734
LCE6A,3735
LCK,4
LCLAT1,3736
LCMT1,21
LCMT2,52
LCN1,3737
LCN10,3738
LCN12,63
LCN15,3739
LCN2,3740
LCN6,73
LCN8,3741
LCN9,3742
LCNL1,3743
LCOR,60
LCORL,3744
LCP1,29
LCP2,3745
LCT,3746
LCTL,14
LDB1,70
LDB2,3747
LDB3,5
LDHA,52
LDHAL6A,3748
LDHB,3749
LDHC,3750
LDHD,29
LDLR,30
LDLRAD1,3751
LDLRAD2,3752
LDLRAD3,14
LDLRAD4,60
LDLRAP1,63
LEAP2,3753
LECT2,3754
LEF1,65
LEFTY1,3755
LEFTY2,3756
LEMD1,3757
LEMD2,10
LEMD3,8
LENEP,3758
LENG1,52
LENG8,3759
LENG9,73
LEO1,50
LEP,3760
LEPR,3761
LEPROT,3762
LEPROTL1,3763
LETM1,47
LETM2,5
LETMD1,5
LFNG,29
LGALS1,3764
LGALS12,3765
LGALS13,3766
LGALS14,4
LGALS16,3767
LGALS2,3768
LGALS3,3769
LGALS3BP,14
LGALS4,73
LGALS8,3770
LGALS9,3771
LGALS9B,3772
LGALS9C,3773
LGALSL,3774
LGI1,3775
LGI2,3776
LGI3,3777
LGI4,3778
LGMN,3779
LGR4,3780
LGR5,3781
LGR6,3782
LGSN,3783
LHB,3784
LHCGR,3785
LHFPL2,3786
LHFPL4,3787
LHFPL5,3788
LHPP,54
LHX1,3789
LHX2,3790
LHX3,3791
LHX4,3792
LHX5,3793
LHX6,65
LHX9,3794
LIAS,0
LIF,14
LIFR,38
LIG1,45
LIG3,55
LIG4,47
LILRA1,3795
LILRA2,3796
LILRA4,0
LILRA5,3797
LILRA6,3798
LILRB1,3799
LILRB2,3800
LILRB4,3801
LILRB5,3802
LIM2,3803
LIMA1,4
LIMCH1,3804
LIMD1,73
LIMD2,14
LIME1,3805
LIMK1,60
LIMK2,5
LIMS1,41
LIMS2,3806
LIMS3,3807
LIN28A,3808
LIN28B,41
LIN37,45
LIN52,3809
LIN54,45
LIN7A,3810
LIN7B,60
LIN7C,3811
LIN9,38
LINGO1,3812
LINGO2,3813
LINGO3,3814
LINGO4,3815
LIPA,3816
LIPC,3817
LIPE,3818
LIPF,3819
LIPG,3820
LIPH,3821
LIPI,3822
LIPJ,3823
LIPK,3824
LIPM,3825
LIPN,3826
LIPT1,0
LIPT2,0
LITAF,60
LIX1,3827
LIX1L,3828
LLGL1,3829
LLGL2,55
LLPH,70
LMAN1,29
LMAN1L,3830
LMAN2,3831
LMAN2L,3832
LMBR1,21
LMBR1L,60
LMBRD1,3833
LMBRD2,3834
LMF1,3835
LMF2,52
LMLN,14
LMNA,8
LMNB1,8
LMNB2,3836
LMNTD1,71
LMO2,70
LMO3,3837
LMO4,3838
LMO7,60
LMOD1,3839
LMOD2,3840
LMOD3,3841
LMTK2,38
LMTK3,3842
LMX1A,3843
LMX1B,70
LNPEP,4
LNX1,29
LNX2,3844
LONP1,47
LONP2,56
LONRF1,73
LOR,3845
LOX,3846
LOXHD1,3847
LOXL1,5
LOXL2,14
LOXL3,14
LOXL4,3848
LPA,3849
LPAR1,50
LPAR2,50
LPAR3,3850
LPAR5,54
LPAR6,3851
LPCAT1,26
LPCAT2,3852
LPCAT3,3853
LPCAT4,60
LPGAT1,54
LPIN1,3854
LPIN2,3855
LPIN3,3856
LPL,3857
LPO,3858
LRAT,3859
LRBA,14
LRCH1,3860
LRCH3,38
LRCH4,60
LRFN1,3861
LRFN2,3862
LRFN3,65
LRFN4,3863
LRFN5,3864
LRG1,27
LRGUK,3865
LRIF1,70
LRIG1,4
LRIG2,21
LRIG3,3866
LRIT1,3867
LRIT2,3868
LRIT3,3869
LRMP,3870
LRP1,60
LRP10,52
LRP11,61
LRP12,65
LRP1B,3871
LRP2,3872
LRP2BP,3873
LRP3,3
LRP4,60
LRP5,14
LRP5L,47
LRP6,14
LRP8,5
LRPAP1,14
LRPPRC,55
LRR1,3874
LRRC1,3875
LRRC10,3876
LRRC14,3877
LRRC14B,3878
LRRC15,3879
LRRC17,3880
LRRC18,3881
LRRC19,3882
LRRC20,3883
LRRC23,3884
LRRC24,60
LRRC25,3885
LRRC26,3886
LRRC29,29
LRRC3,3887
LRRC32,14
LRRC34,3888
LRRC37A2,29
LRRC37A3,3889
LRRC37B,0
LRRC38,3890
LRRC39,3891
LRRC3B,3892
LRRC3C,3893
LRRC4,3894
LRRC40,60
LRRC41,4
LRRC45,29
LRRC47,60
LRRC49,29
LRRC4B,3895
LRRC4C,3896
LRRC52,3897
LRRC55,3898
LRRC56,3899
LRRC57,73
LRRC59,63
LRRC6,3900
LRRC61,3901
LRRC66,3902
LRRC7,3903
LRRC70,3904
LRRC75A,14
LRRC75B,5
LRRC8A,60
LRRC8B,60
LRRC8C,3905
LRRC8D,3906
LRRC8E,3907
LRRCC1,14
LRRD1,3908
LRRFIP2,3909
LRRIQ3,3910
LRRK1,54
LRRK2,3911
LRRN2,3912
LRRN3,3913
LRRN4,3914
LRRTM1,3915
LRRTM2,3916
LRRTM3,3917
LRRTM4,3918
LRSAM1,4
LRTM1,3919
LRTM2,3920
LRTOMT,3921
LRWD1,21
LSAMP,3922
LSG1,47
LSM1,10
LSM10,65
LSM11,65
LSM14A,17
LSM14B,29
LSM2,27
LSM3,27
LSM4,27
LSM5,27
LSM6,27
LSM7,27
LSM8,27
LSMEM1,0
LSMEM2,3923
LSR,3924
LSS,11
LST1,3925
LTA,3926
LTA4H,14
LTB,3927
LTB4R,31
LTB4R2,29
LTBP1,14
LTBP2,3928
LTBP3,60
LTBR,3929
LTC4S,3930
LTF,3931
LTK,3932
LTN1,56
LTV1,10
LUC7L,3933
LUC7L3,3
LUM,30
LURAP1,3934
LURAP1L,41
LUZP1,5
LUZP2,3935
LXN,14
LY6D,3936
LY6E,5
LY6G5B,3937
LY6G5C,3938
LY6G6C,3939
LY6G6D,3940
LY6G6F,3941
LY6H,3942
LY6K,3943
LY75,3944
LY86,3945
LY9,3946
LY96,14
LYAR,3947
LYG1,60
LYG2,14
LYL1,70
LYN,3948
LYNX1,60
LYPD1,73
LYPD2,3949
LYPD3,3950
LYPD4,3951
LYPD5,3952
LYPD6,3
LYPD6B,3953
LYPLA1,60
LYPLAL1,4
LYRM1,29
LYRM4,47
LYRM7,0
LYSMD1,70
LYSMD3,3954
LYSMD4,3955
LYVE1,3956
LYZ,29
LYZL1,3957
LYZL4,3958
LYZL6,3959
LZIC,3960
LZTFL1,10
LZTR1,3961
LZTS1,3962
LZTS2,41
LZTS3,3963
M1AP,3964
M6PR,52
MAATS1,3965
MAB21L1,29
MAB21L2,3966
MAB21L3,3967
MACC1,3968
MACF1,60
MACROD1,38
MACROD2,3969
MAD1L1,3
MAD2L1,27
MAD2L1BP,21
MAD2L2,45
MADD,70
MAEA,5
MAEL,3970
MAF,3971
MAF1,3972
MAFA,3973
MAFB,3974
MAFF,4
MAFG,27
MAG,3975
MAGEF1,3976
MAGI1,60
MAGI2,3977
MAGI3,56
MAGOH,27
MAK,3978
MAK16,27
MALL,3979
MALSU1,55
MALT1,3980
MAMDC2,3981
MAMDC4,65
MAML1,4
MAML2,50
MAML3,3982
MAMSTR,3983
MAN1A1,3984
MAN1A2,30
MAN1B1,3985
MAN1C1,14
MAN2A1,30
MAN2A2,60
MAN2B1,3986
MAN2B2,14
MAN2C1,60
MANBA,30
MANBAL,60
MANEA,73
MANF,73
MANSC1,29
MANSC4,3987
MAP10,3988
MAP1A,3989
MAP1B,56
MAP1LC3A,3990
MAP1LC3B,60
MAP1LC3B2,60
MAP1LC3C,3991
MAP1S,60
MAP2,3992
MAP2K1,21
MAP2K2,21
MAP2K3,65
MAP2K4,14
MAP2K5,4
MAP2K6,30
MAP2K7,14
MAP3K1,14
MAP3K10,14
MAP3K11,14
MAP3K12,60
MAP3K13,5
MAP3K19,3993
MAP3K2,4
MAP3K3,3994
MAP3K4,65
MAP3K5,5
MAP3K6,10
MAP3K7,3
MAP3K7CL,60
MAP3K8,48
MAP3K9,14
MAP4,29
MAP4K1,3995
MAP4K2,29
MAP4K3,3996
MAP4K4,5
MAP6,71
MAP6D1,3997
MAP7,3998
MAP7D1,29
MAP9,3999
MAPK1,21
MAPK10,4000
MAPK11,54
MAPK12,27
MAPK13,14
MAPK14,65
MAPK15,21
MAPK1IP1L,63
MAPK3,14
MAPK4,29
MAPK6,11
MAPK7,4
MAPK8,14
MAPK8IP1,4001
MAPK8IP3,14
MAPK9,4002
MAPKAP1,71
MAPKAPK2,41
MAPKAPK3,30
MAPKAPK5,11
MAPKBP1,4003
MAPRE1,21
MAPRE2,37
MAPRE3,4004
MAPT,65
MARC1,4005
MARCH1,4006
MARCH10,4007
MARCH11,4008
MARCH2,4009
MARCH3,0
MARCH4,4010
MARCH5,73
MARCH6,37
MARCH7,73
MARCH8,4011
MARCH9,71
MARCKS,5
MARCKSL1,14
MARCO,4012
MARK1,4013
MARK2,65
MARK3,65
MARK4,65
MARS,60
MARS2,55
MARVELD2,4014
MARVELD3,4015
MAS1,4016
MASP1,4017
MASP2,47
MAST1,4018
MAST2,14
MAST3,65
MAST4,4019
MASTL,27
MAT1A,4020
MAT2A,11
MAT2B,4021
MATK,60
MATN1,4022
MATN2,73
MATN3,4023
MATN4,4024
MATR3,24
MAU2,3
MAVS,4025
MAX,47
MAZ,14
MB,60
MB21D2,60
MBD1,14
MBD2,65
MBD3,48
MBD3L1,4026
MBD3L2,4027
MBD3L5,4028
MBD4,21
MBD5,4029
MBD6,4030
MBL2,4031
MBLAC1,11
MBLAC2,73
MBNL1,11
MBNL2,73
MBOAT1,38
MBOAT4,4032
MBOAT7,73
MBP,4033
MBTD1,21
MBTPS1,37
MC1R,73
MC2R,4034
MC3R,4035
MC4R,4036
MC5R,60
MCAM,14
MCAT,0
MCC,14
MCCC1,55
MCCC2,4
MCCD1,4037
MCEE,60
MCEMP1,63
MCF2L,4038
MCF2L2,4039
MCFD2,29
MCHR1,4040
MCHR2,4041
MCIDAS,60
MCL1,73
MCM10,73
MCM2,29
MCM3,27
MCM3AP,4042
MCM4,27
MCM5,27
MCM6,27
MCM7,14
MCM8,45
MCM9,45
MCMBP,27
MCMDC2,4043
MCOLN1,4044
MCOLN2,4045
MCOLN3,4046
MCPH1,65
MCRS1,50
MCTP1,14
MCTP2,4047
MCU,14
MCUR1,4048
MDC1,45
MDFI,4049
MDFIC,14
MDGA1,14
MDGA2,4050
MDH1,4051
MDH1B,4052
MDH2,0
MDK,4053
MDM1,60
MDM2,47
MDM4,47
MDN1,47
MDP1,73
ME1,14
ME2,4
ME3,4054
MEA1,73
MEAF6,70
MECOM,41
MECR,0
MED1,50
MED10,50
MED11,50
MED12L,4055
MED13,50
MED13L,50
MED15,50
MED16,50
MED17,50
MED18,50
MED19,50
MED20,50
MED21,50
MED22,50
MED23,50
MED24,50
MED25,50
MED26,50
MED27,50
MED28,50
MED29,50
MED30,27
MED31,47
MED4,50
MED6,50
MED7,50
MED8,50
MED9,50
MEDAG,4056
MEF2A,60
MEF2B,60
MEF2C,73
MEF2D,70
MEFV,4057
MEGF10,4058
MEGF11,4059
MEGF8,14
MEGF9,4060
MEI1,4061
MEI4,4062
MEIG1,4063
MEIOB,4064
MEIS1,4065
MEIS2,29
MEIS3,4066
MELK,70
MEMO1,5
MEN1,70
MEOX1,4067
MEOX2,4068
MEP1A,4069
MEP1B,4070
MEPCE,54
MEPE,4071
MERTK,60
MESP1,65
MESP2,14
MEST,14
MET,73
METAP1,65
METAP1D,4072
METAP2,65
METRN,30
METRNL,4
METTL1,47
METTL11B,4073
METTL14,47
METTL15,14
METTL16,27
METTL17,0
METTL18,4074
METTL21A,4075
METTL21C,4076
METTL22,4077
METTL23,38
METTL24,4078
METTL25,4079
METTL2A,14
METTL2B,14
METTL3,47
METTL4,4080
METTL5,63
METTL6,60
METTL7A,4081
METTL7B,54
METTL9,4082
MEX3A,14
MEX3C,14
MEX3D,14
MFAP1,52
MFAP2,4083
MFAP3L,4084
MFAP4,27
MFAP5,4085
MFF,14
MFGE8,60
MFHAS1,29
MFN1,60
MFN2,54
MFNG,29
MFRP,4086
MFSD1,14
MFSD10,63
MFSD11,52
MFSD12,60
MFSD2A,60
MFSD3,4087
MFSD5,60
MFSD6,4088
MFSD6L,4089
MFSD8,4
MFSD9,11
MGA,47
MGAM,4090
MGARP,4091
MGAT1,30
MGAT2,30
MGAT3,4092
MGAT4A,4093
MGAT4B,38
MGAT4C,4094
MGAT4D,4
MGAT5,30
MGAT5B,4095
MGLL,4096
MGME1,4097
MGMT,4098
MGP,4099
MGRN1,14
MGST1,4100
MGST2,4101
MGST3,4102
MIA,4103
MIA2,4104
MIA3,30
MIB1,73
MIB2,14
MICA,63
MICAL1,4105
MICAL3,14
MICALCL,4106
MICALL1,30
MICALL2,14
MICB,4107
MICU1,0
MICU2,4108
MICU3,14
MIDN,60
MIEF1,41
MIEF2,60
MIEN1,4109
MIER1,65
MIER2,21
MIER3,48
MIF,38
MIF4GD,14
MIIP,48
MINK1,14
MINPP1,55
MIOS,71
MIOX,4110
MIP,4111
MIPEP,55
MIPOL1,4112
MIS12,21
MIS18A,47
MIS18BP1,47
MISP,4113
MITD1,60
MITF,21
MIXL1,4114
MKI67,27
MKKS,4115
MKLN1,5
MKNK1,4116
MKNK2,70
MKRN1,73
MKRN2,4117
MKRN3,4118
MKS1,27
MKX,60
MLANA,4119
MLC1,4120
MLF1,4121
MLF2,70
MLH1,60
MLH3,4122
MLIP,4123
MLKL,14
MLLT1,70
MLLT10,70
MLLT11,4124
MLLT6,60
MLN,4125
MLNR,4126
MLPH,4127
MLST8,71
MLX,60
MLXIPL,4128
MLYCD,4129
MMAA,71
MMAB,4130
MMACHC,4131
MMADHC,0
MMD,73
MMD2,4132
MME,4133
MMEL1,4134
MMP1,60
MMP10,4135
MMP11,4136
MMP13,4137
MMP14,4138
MMP15,60
MMP16,4139
MMP19,4140
MMP2,50
MMP20,4141
MMP21,4142
MMP23B,4143
MMP24,60
MMP25,4144
MMP26,4145
MMP27,4146
MMP28,4147
MMP3,4148
MMP7,60
MMP8,4149
MMP9,4150
MMRN1,4151
MMRN2,4152
MMS19,47
MMS22L,45
MN1,4153
MNAT1,47
MND1,14
MNDA,4154
MNS1,4155
MNT,4156
MOAP1,73
MOB1A,5
MOB1B,4157
MOB2,5
MOB3A,4158
MOB3B,4159
MOB3C,14
MOB4,4160
MOBP,4161
MOCOS,71
MOCS1,4162
MOCS2,65
MOCS3,47
MOGAT1,4163
MOGAT2,4164
MOGAT3,4165
MOGS,73
MOK,60
MON1A,4166
MON1B,41
MON2,30
MORC2,71
MORC3,4167
MORF4L1,70
MORN2,4168
MORN3,4169
MORN4,38
MOS,4170
MOSPD3,4171
MOV10,0
MOV10L1,52
MOXD1,4172
MPC1,0
MPC2,0
MPDU1,73
MPDZ,4173
MPEG1,4174
MPG,41
MPHOSPH10,65
MPHOSPH6,47
MPHOSPH8,71
MPHOSPH9,65
MPI,73
MPL,60
MPLKIP,41
MPND,71
MPO,4175
MPP2,60
MPP3,56
MPP4,4176
MPP5,41
MPP6,60
MPP7,4177
MPPE1,14
MPPED1,4178
MPPED2,4179
MPRIP,41
MPST,63
MPV17,4180
MPV17L,0
MPV17L2,0
MPZ,4181
MPZL1,4182
MPZL2,11
MPZL3,4183
MR1,4184
MRAP,4185
MRAP2,4186
MRAS,4187
MRC1,4188
MRC2,4189
MREG,4190
MRFAP1,73
MRFAP1L1,60
MRGBP,50
MRGPRD,4191
MRGPRE,4192
MRGPRF,4193
MRGPRG,4194
MRGPRX1,4195
MRGPRX2,4196
MRGPRX3,4197
MRGPRX4,4198
MRI1,5
MRM1,14
MRO,4199
MROH2B,4200
MROH7,4201
MRPL1,0
MRPL10,55
MRPL11,55
MRPL12,55
MRPL13,55
MRPL14,55
MRPL15,55
MRPL16,55
MRPL17,55
MRPL18,55
MRPL19,55
MRPL2,55
MRPL20,55
MRPL21,55
MRPL22,55
MRPL23,55
MRPL24,55
MRPL27,55
MRPL28,55
MRPL3,55
MRPL30,55
MRPL32,55
MRPL33,55
MRPL34,55
MRPL35,55
MRPL36,55
MRPL37,55
MRPL38,55
MRPL39,55
MRPL4,55
MRPL40,55
MRPL41,55
MRPL42,55
MRPL43,55
MRPL44,55
MRPL45,55
MRPL46,55
MRPL47,55
MRPL48,55
MRPL49,55
MRPL50,55
MRPL51,55
MRPL53,55
MRPL54,55
MRPL55,55
MRPL57,55
MRPL9,55
MRPS10,55
MRPS11,55
MRPS12,55
MRPS14,55
MRPS15,55
MRPS16,55
MRPS17,55
MRPS18A,55
MRPS18B,55
MRPS18C,55
MRPS2,55
MRPS21,55
MRPS22,55
MRPS23,55
MRPS24,55
MRPS25,55
MRPS26,55
MRPS27,55
MRPS28,55
MRPS30,55
MRPS31,55
MRPS33,55
MRPS34,55
MRPS35,55
MRPS36,4
MRPS5,55
MRPS6,55
MRPS7,55
MRPS9,55
MRRF,0
MRS2,29
MRTO4,47
MRVI1,4202
MS4A1,4203
MS4A10,4204
MS4A12,4205
MS4A13,4206
MS4A14,4207
MS4A15,4208
MS4A2,4209
MS4A3,4210
MS4A4A,4211
MS4A6A,4212
MS4A6E,4213
MS4A7,4214
MS4A8,4215
MSANTD1,4216
MSANTD3,4217
MSANTD4,4218
MSC,4219
MSGN1,4220
MSH2,14
MSH4,4221
MSH5,14
MSH6,4222
MSI1,56
MSI2,4
MSL1,50
MSLN,4223
MSMB,4224
MSMO1,11
MSMP,4225
MSR1,4226
MSRA,4227
MSRB1,4
MSRB2,14
MSRB3,63
MSS51,4228
MST1,14
MST1R,14
MSTN,4229
MSTO1,21
MSX1,0
MSX2,14
MT1A,4230
MT1B,4231
MT1E,4232
MT1F,29
MT1G,4233
MT1H,4234
MT1HL1,4235
MT1M,4236
MT1X,60
MT2A,30
MT3,63
MT4,4237
MTA1,63
MTA2,65
MTA3,14
MTAP,4238
MTBP,27
MTCH1,14
MTCH2,54
MTCL1,4239
MTDH,14
MTERF2,4240
MTERF3,55
MTERF4,55
MTF1,4241
MTF2,70
MTFMT,0
MTFP1,60
MTFR1,4242
MTFR1L,29
MTFR2,4243
MTG1,55
MTG2,55
MTHFD1,11
MTHFD1L,63
MTHFD2,63
MTHFD2L,4244
MTHFR,60
MTHFS,73
MTHFSD,4245
MTIF2,0
MTIF3,0
MTMR10,69
MTMR11,14
MTMR12,4246
MTMR2,4247
MTMR3,30
MTMR4,4
MTMR6,71
MTMR7,4248
MTMR9,71
MTNR1A,4249
MTO1,0
MTOR,71
MTPAP,55
MTR,11
MTRF1,0
MTRF1L,0
MTRNR2L1,4250
MTRNR2L2,4251
MTRNR2L3,4252
MTRNR2L4,4253
MTRNR2L5,4254
MTRNR2L6,4255
MTRNR2L7,4256
MTRNR2L8,27
MTRNR2L9,4257
MTRR,11
MTSS1,65
MTTP,4258
MTURN,60
MTUS1,4259
MTUS2,4260
MTX1,54
MTX2,54
MTX3,54
MUC1,52
MUC12,4261
MUC15,4262
MUC16,4263
MUC17,4264
MUC20,4265
MUC21,4266
MUC22,4267
MUC4,4268
MUC5B,4269
MUC6,4270
MUC7,4271
MUCL1,4272
MUL1,14
MUS81,45
MUSK,4273
MUSTN1,4274
MUTYH,41
MVB12A,11
MVB12B,4275
MVD,11
MVK,11
MVP,14
MX1,4276
MX2,4277
MXD1,4278
MXD3,41
MXD4,70
MXI1,27
MXRA7,5
MXRA8,60
MYADM,4
MYADML2,14
MYB,70
MYBBP1A,47
MYBL1,14
MYBL2,21
MYBPC1,4279
MYBPC2,4280
MYBPC3,4281
MYBPH,4282
MYBPHL,4283
MYC,47
MYCBP,4284
MYCBPAP,4285
MYCL,54
MYCN,29
MYCT1,4286
MYD88,3
MYEF2,4287
MYF5,4288
MYH1,4289
MYH10,73
MYH11,4290
MYH13,4291
MYH14,60
MYH15,4292
MYH2,4293
MYH3,4294
MYH4,60
MYH6,4295
MYH7,4296
MYH7B,29
MYH8,4297
MYH9,5
MYL1,4298
MYL10,4299
MYL12A,11
MYL12B,5
MYL2,4300
MYL3,4301
MYL4,4302
MYL5,4303
MYL6,5
MYL6B,4304
MYL7,4305
MYL9,38
MYLIP,65
MYLK,4306
MYLK2,4307
MYLK3,4308
MYLK4,65
MYLPF,4309
MYNN,60
MYO10,11
MYO15A,60
MYO16,4310
MYO18A,4311
MYO18B,4312
MYO19,4313
MYO1A,4314
MYO1B,41
MYO1C,4315
MYO1D,4316
MYO1E,4317
MYO1F,4318
MYO1G,14
MYO1H,4319
MYO3A,4320
MYO3B,4321
MYO5A,4322
MYO5B,4323
MYO5C,71
MYO6,60
MYO7A,4324
MYO7B,25
MYO9A,4325
MYO9B,5
MYOC,4326
MYOCD,4327
MYOD1,29
MYOF,4328
MYOG,4329
MYOM1,4330
MYOM2,4331
MYOM3,4332
MYOT,4333
MYOZ1,4334
MYOZ2,4335
MYOZ3,4336
MYPN,4337
MYPOP,41
MYRF,41
MYRIP,4338
MYSM1,50
MYT1,29
MYZAP,4339
MZB1,41
MZF1,14
MZT1,4340
MZT2A,14
MZT2B,4341
N4BP1,4342
N4BP2,14
N4BP2L2,4343
N4BP3,4344
N6AMT1,47
NAA11,14
NAA15,47
NAA16,14
NAA20,47
NAA25,47
NAA30,30
NAA35,30
NAA38,4345
NAA40,71
NAA50,47
NAA60,4346
NAAA,14
NAALAD2,4347
NAALADL1,4348
NAALADL2,4349
NAB1,60
NAB2,60
NABP1,4350
NACA,27
NACAD,4351
NACC1,41
NACC2,55
NADK,14
NADK2,52
NADSYN1,60
NAE1,27
NAF1,47
NAGA,30
NAGK,4352
NAGLU,4
NAGPA,14
NAGS,10
NAIF1,14
NAIP,21
NALCN,54
NAMPT,11
NANOG,4353
NANOGNB,4354
NANOS1,65
NANOS2,4355
NANOS3,4356
NANP,73
NANS,11
NAP1L4,4357
NAP1L5,54
NAPA,27
NAPB,4358
NAPEPLD,54
NAPG,30
NAPRT,27
NAPSA,48
NARF,54
NARS,27
NARS2,55
NASP,4359
NAT1,29
NAT10,47
NAT14,60
NAT16,4360
NAT2,4361
NAT8,4362
NAT8L,4363
NAT9,14
NAV1,14
NAV2,29
NAV3,14
NBAS,30
NBEA,4364
NBEAL2,54
NBL1,4365
NBN,45
NBPF11,14
NBPF15,14
NBPF6,4366
NBR1,14
NCALD,4367
NCAM2,4368
NCAN,4369
NCAPD2,27
NCAPD3,14
NCAPG,27
NCAPG2,14
NCAPH,4370
NCAPH2,14
NCBP1,47
NCBP2,47
NCCRP1,4371
NCDN,65
NCEH1,4372
NCF1,4373
NCF2,4374
NCF4,4375
NCK2,4376
NCKAP1,41
NCKAP1L,70
NCKAP5,4377
NCKAP5L,4378
NCKIPSD,14
NCL,47
NCLN,50
NCMAP,4379
NCOA1,14
NCOA2,4380
NCOA3,70
NCOA4,52
NCOA5,3
NCOA6,41
NCOA7,4381
NCOR1,70
NCOR2,56
NCR1,4382
NCR2,4383
NCR3,4384
NCR3LG1,60
NCS1,4385
NCSTN,4
NDC1,8
NDC80,14
NDE1,47
NDEL1,60
NDFIP1,4386
NDFIP2,4387
NDN,63
NDNF,4388
NDOR1,47
NDRG1,4389
NDRG2,54
NDRG3,60
NDRG4,60
NDST1,30
NDST2,4390
NDST3,4391
NDST4,4392
NDUFA10,0
NDUFA11,0
NDUFA12,14
NDUFA13,0
NDUFA2,0
NDUFA3,0
NDUFA4,0
NDUFA4L2,4393
NDUFA5,0
NDUFA6,0
NDUFA7,4394
NDUFA8,0
NDUFA9,0
NDUFAB1,55
