gene,community
GMPS,11
GNA11,30
GNA12,14
GNA13,50
GNA14,2679
GNA15,41
GNAI1,29
GNAI2,50
GNAI3,50
GNAL,2680
GNAO1,29
GNAQ,60
GNAS,56
GNAT1,2681
GNAT2,2682
GNAT3,2683
GNAZ,2684
GNB1,63
GNB1L,47
GNB2,50
GNB3,2685
GNB4,60
GNB5,60
GNE,30
GNG11,2686
GNG12,2687
GNG13,2688
GNG2,2689
GNG3,2690
GNG4,2691
GNG5,50
GNG7,2692
GNG8,2693
GNGT1,2694
GNGT2,2695
GNL1,47
GNL2,47
GNL3,14
GNLY,2696
GNMT,14
GNPAT,37
GNPDA1,14
GNPDA2,14
GNPNAT1,11
GNPTAB,71
GNPTG,29
GNRH2,2697
GNRHR,2698
GNS,2699
GOLGA1,30
GOLGA2,30
GOLGA3,14
GOLGA5,2700
GOLGA6A,2701
GOLGA6B,2702
GOLGA6D,2703
GOLGA6L10,2704
GOLGA6L9,2705
GOLGA7,21
GOLGA7B,41
GOLGA8B,2706
GOLGA8H,2707
GOLGA8K,2708
GOLGA8M,2709
GOLGA8O,2710
GOLGA8R,2711
GOLGB1,2712
GOLIM4,50
GOLM1,2713
GOLPH3,2714
GOLPH3L,55
GOLT1A,2715
GOLT1B,30
GON4L,27
GOPC,14
GORASP1,60
GORASP2,30
GOSR1,2716
GOSR2,30
GOT1,4
GOT1L1,2717
GOT2,0
GP1BA,2718
GP1BB,14
GP2,2719
GP5,2720
GP6,2721
GP9,2722
GPA33,2723
GPAA1,73
GPAM,30
GPANK1,2724
GPAT2,2725
GPATCH1,47
GPATCH11,2726
GPATCH2,2727
GPATCH2L,2728
GPATCH3,38
GPATCH4,73
GPATCH8,45
GPBAR1,2729
GPBP1,63
GPBP1L1,29
GPC1,4
GPC2,2730
GPC5,2731
GPC6,2732
GPCPD1,60
GPD1,2733
GPD1L,4
GPD2,2734
GPER1,2735
GPHA2,2736
GPHN,73
GPI,11
GPIHBP1,2737
GPLD1,2738
GPM6A,2739
GPN1,27
GPN2,27
GPN3,27
GPNMB,2740
GPR1,2741
GPR107,30
GPR108,4
GPR12,2742
GPR132,2743
GPR135,60
GPR137,11
GPR137B,2744
GPR137C,52
GPR139,2745
GPR141,2746
GPR142,2747
GPR146,4
GPR148,2748
GPR149,2749
GPR15,2750
GPR150,2751
GPR151,2752
GPR152,52
GPR153,60
GPR155,2753
GPR156,2754
GPR157,10
GPR158,2755
GPR160,2756
GPR161,2757
GPR162,73
GPR17,2758
GPR171,2759
GPR176,2760
GPR179,2761
GPR18,73
GPR180,65
GPR182,2762
GPR183,2763
GPR19,2764
GPR20,2765
GPR21,2766
GPR22,2767
GPR25,2768
GPR26,21
GPR27,14
GPR3,29
GPR31,2769
GPR32,2770
GPR35,2771
GPR37,29
GPR37L1,2772
GPR39,14
GPR4,2773
GPR45,2774
GPR52,2775
GPR55,2776
GPR6,2777
GPR61,2778
GPR62,2779
GPR63,14
GPR65,2780
GPR68,2781
GPR75,14
GPR78,2782
GPR83,2783
GPR84,2784
GPR85,2785
GPR87,2786
GPR88,2787
GPR89A,30
GPRC5A,2788
GPRC5B,63
GPRC5C,2789
GPRC5D,2790
GPRC6A,2791
GPRIN1,60
GPRIN2,2792
GPS1,52
GPS2,70
GPSM1,2793
GPSM2,54
GPSM3,14
GPT,70
GPT2,2794
GPX1,60
GPX2,2795
GPX3,2796
GPX4,70
GPX5,2797
GPX6,2798
GPX7,2799
GPX8,60
GRAMD1A,29
GRAMD1B,2800
GRAMD1C,2801
GRAMD4,2802
GRAP,2803
GRAP2,2804
GRASP,70
GRB10,60
GRB14,2805
GRB2,30
GRB7,60
GREB1L,0
GREM1,2806
GRHL1,52
GRHL2,3
GRHL3,60
GRHPR,63
GRIA2,2807
GRIA4,2808
GRID1,2809
GRID2,2810
GRID2IP,14
GRIK1,2811
GRIK2,2812
GRIK3,2813
GRIK4,2814
GRIK5,29
GRIN1,2815
GRIN2A,2816
GRIN2B,29
GRIN2C,2817
GRIN2D,3
GRIN3A,2818
GRIN3B,2819
GRINA,60
GRIP1,2820
GRK4,2821
GRK5,54
GRK6,2822
GRK7,2823
GRM1,2824
GRM2,2825
GRM3,2826
GRM4,2827
GRM5,2828
GRM6,2829
GRM7,2830
GRM8,2831
GRN,4
GRP,2832
GRPEL1,14
GRPEL2,14
GRSF1,0
GRTP1,60
GRWD1,47
GRXCR1,2833
GRXCR2,2834
GSAP,11
GSC2,2835
GSDMA,2836
GSDMB,60
GSDMC,2837
GSDMD,5
GSE1,70
GSG1,2838
GSG1L,2839
GSK3A,29
GSK3B,29
GSKIP,2840
GSN,4
GSR,73
GSS,11
GSTA1,2841
GSTA3,2842
GSTA4,2843
GSTCD,2844
GSTK1,2845
GSTM1,14
GSTM2,5
GSTM3,2846
GSTM4,2847
GSTM5,2848
GSTO1,60
GSTO2,2849
GSTP1,41
GSTT2,2850
GSTT2B,29
GSTZ1,4
GSX1,2851
GSX2,2852
GTF2A1,47
GTF2A1L,2853
GTF2A2,47
GTF2B,50
GTF2E1,27
GTF2E2,27
GTF2F1,4
GTF2F2,54
GTF2H1,47
GTF2H2,47
GTF2H2C,47
GTF2H3,47
GTF2H4,47
GTF2H5,50
GTF2IRD1,2854
GTF2IRD2,47
GTF3A,40
GTF3C1,47
GTF3C2,47
GTF3C3,47
GTF3C4,47
GTF3C5,27
GTF3C6,47
GTPBP1,60
GTPBP10,0
GTPBP2,60
GTPBP3,0
GTPBP4,2855
GTPBP8,0
GTSE1,21
GTSF1,2856
GTSF1L,2857
GUCA1A,2858
GUCA1B,2859
GUCA1C,2860
GUCA2B,2861
GUCD1,63
GUCY1A2,2862
GUCY2C,2863
GUCY2D,2864
GUF1,60
GUK1,47
GULP1,14
GUSB,54
GXYLT1,29
GXYLT2,2865
GYPA,2866
GYPB,2867
GYPC,56
GYPE,2868
GYS1,21
GYS2,2869
GZF1,30
GZMA,2870
GZMB,2871
GZMH,2872
GZMK,2873
GZMM,29
H1F0,71
H1FNT,2874
H1FOO,2875
H1FX,14
H2AFJ,29
H2AFV,54
H2AFX,45
H2AFY,14
H2AFY2,14
H2AFZ,50
H3F3C,2876
H6PD,56
HAAO,2877
HABP2,2878
HABP4,2879
HACE1,2880
HACL1,14
HADH,60
HADHA,47
HADHB,2881
HAGH,29
HAGHL,55
HAL,2882
HAMP,2883
HAND1,2884
HAND2,29
HAO1,2885
HAO2,2886
HAP1,2887
HAPLN1,2888
HAPLN2,2889
HAPLN3,2890
HAPLN4,2891
HARBI1,60
HARS,71
HARS2,55
HAS1,2892
HAS2,2893
HAS3,2894
HAT1,0
HAUS1,21
HAUS2,21
HAUS3,21
HAUS4,21
HAUS5,21
HAUS6,21
HAUS8,21
HAVCR2,2895
HAX1,54
HBA1,11
HBD,2896
HBE1,2897
HBEGF,60
HBG1,2898
HBG2,2899
HBM,2900
HBP1,60
HBQ1,41
HBS1L,60
HBZ,2901
HCAR1,2902
HCAR2,14
HCAR3,2903
HCFC1R1,73
HCK,73
HCLS1,2904
HCN1,2905
HCN2,21
HCN3,29
HCN4,2906
HCRT,2907
HCRTR1,2908
HCRTR2,2909
HCST,2910
HDAC1,73
HDAC10,14
HDAC11,2911
HDAC2,48
HDAC3,70
HDAC4,4
HDAC5,14
HDAC7,60
HDAC9,29
HDC,2912
HDDC2,2913
HDDC3,14
HDGF,2914
HDHD2,2915
HDHD3,65
HEATR1,47
HEATR3,27
HEATR5B,52
HEATR6,65
HEATR9,14
HEBP1,2916
HEBP2,2917
HECA,2918
HECTD1,60
HECTD2,2919
HECTD3,2920
HECW1,2921
HECW2,2922
HEG1,2923
HELB,2924
HELLS,2925
HELQ,30
HELZ2,11
HEMGN,2926
HEMK1,55
HENMT1,60
HEPACAM,2927
HEPACAM2,2928
HEPHL1,2929
HEPN1,2930
HERC1,14
HERC2,10
HERC3,14
HERC4,14
HERC5,73
HERC6,14
HERPUD1,73
HERPUD2,14
HES1,27
HES2,2931
HES3,2932
HES4,10
HES5,2933
HES6,2934
HES7,45
HESX1,38
HEXA,14
HEXIM1,54
HEXIM2,60
HEY1,73
HEY2,2935
HEYL,2936
HFE,2937
HFM1,2938
HGD,10
HGF,2939
HGFAC,2940
HGS,52
HGSNAT,2941
HHAT,60
HHATL,2942
HHEX,2943
HHIP,2944
HHIPL1,2945
HHIPL2,2946
HHLA2,2947
HHLA3,2948
HIBADH,3
HIBCH,2949
HIC1,2950
HIC2,14
HID1,14
HIF1A,63
HIF1AN,71
HIF3A,2951
HIGD1A,14
HIGD1B,2952
HIGD1C,2953
HIGD2A,0
HILPDA,2954
HINFP,60
HINT1,2955
HINT2,2956
HINT3,0
HIP1,4
HIP1R,2957
HIPK1,60
HIPK3,2958
HIPK4,2959
HIRA,70
HIRIP3,2960
HIST1H1B,2961
HIST1H1C,14
HIST1H1D,2962
HIST1H1E,2963
HIST1H1T,2964
HIST1H2AA,2965
HIST1H2AB,2966
HIST1H2AC,29
HIST1H2AD,2967
HIST1H2AH,2968
HIST1H2AJ,29
HIST1H2BA,2969
HIST1H2BB,2970
HIST1H2BD,29
HIST1H2BH,2971
HIST1H2BJ,29
HIST1H2BK,29
HIST1H2BL,2972
HIST1H2BM,29
HIST1H2BN,2973
HIST1H2BO,2974
HIST1H4G,2975
HIST2H2AA3,29
HIST2H2AB,14
HIST2H2AC,29
HIST2H2BE,29
HIST2H2BF,29
HIST2H3A,2976
HIST3H2A,55
HIST3H2BB,2977
HIST3H3,2978
HIVEP1,48
HIVEP2,4
HIVEP3,14
HJURP,47
HK1,2979
HK2,11
HK3,2980
HKDC1,29
HLA-A,5
HLA-B,30
HLA-C,29
HLA-DMA,14
HLA-DMB,63
HLA-DOA,2981
HLA-DOB,60
HLA-DPA1,2982
HLA-DPB1,2983
HLA-DQA1,29
HLA-DQA2,2984
HLA-DQB1,2985
HLA-DQB2,2986
HLA-DRA,29
HLA-DRB1,2987
HLA-DRB5,2988
HLA-E,2989
HLA-F,14
HLA-G,2990
HLCS,11
HLF,2991
HM13,55
HMBOX1,14
HMBS,0
HMCES,29
HMCN1,65
HMG20A,2992
HMG20B,2993
HMGA1,60
HMGA2,73
HMGB1,2994
HMGCL,60
HMGCLL1,2995
HMGCR,11
HMGCS1,11
HMGCS2,2996
HMGN1,2997
HMGN2,56
HMGN3,60
HMGN4,2998
HMGXB3,5
HMGXB4,30
HMHB1,2999
HMMR,21
HMOX1,14
HMOX2,3000
HMSD,52
HMX1,3001
HMX2,3002
HMX3,70
HNF1A,41
HNF1B,41
HNF4A,41
HNF4G,41
HNMT,29
HNRNPA0,60
HNRNPA1,50
HNRNPA1L2,3003
HNRNPA2B1,3004
HNRNPAB,60
HNRNPC,3005
HNRNPCL1,3006
HNRNPD,60
HNRNPDL,14
HNRNPF,63
HNRNPH1,47
HNRNPH3,3007
HNRNPK,27
HNRNPL,41
HNRNPLL,54
HNRNPM,24
HNRNPR,60
HNRNPU,71
HNRNPUL1,60
HNRNPUL2,41
HOGA1,3008
HOMER1,30
HOMER2,60
HOMER3,60
HOMEZ,30
HOOK1,3009
HOOK2,3010
HOOK3,3011
HOPX,3012
HORMAD1,3013
HORMAD2,3014
HOXA1,14
HOXA10,14
HOXA11,4
HOXA13,63
HOXA2,3015
HOXA3,41
HOXA4,3016
HOXA5,3017
HOXA6,14
HOXA7,3018
HOXA9,14
HOXB1,3019
HOXB13,10
HOXB2,14
HOXB3,3020
HOXB4,3021
HOXB5,60
HOXB6,11
HOXB7,10
HOXB8,73
HOXB9,3022
HOXC10,30
HOXC11,3023
HOXC12,3024
HOXC13,56
HOXC4,3025
HOXC5,3026
HOXC6,70
HOXC8,60
HOXC9,3027
HOXD1,14
HOXD10,3028
HOXD11,3029
HOXD12,3030
HOXD13,3031
HOXD3,3032
HOXD4,65
HOXD8,60
HOXD9,65
HP,3033
HP1BP3,3034
HPCA,3035
HPCAL1,3036
HPCAL4,3037
HPD,3038
HPDL,3039
HPGD,3040
HPGDS,3041
HPN,3042
HPR,3043
HPS1,14
HPS3,60
HPS4,60
HPS5,52
HPS6,52
HPSE,3044
HPSE2,3045
HPX,3046
HR,3047
HRAS,3
HRC,3048
HRCT1,3049
HRG,3050
HRH1,3051
HRH2,3052
HRH3,3053
HRH4,3054
HRK,70
HRNR,3055
HS1BP3,71
HS2ST1,30
HS3ST1,3056
HS3ST2,3057
HS3ST3A1,3058
HS3ST3B1,3059
HS3ST4,3060
HS3ST5,3061
HS3ST6,3062
HS6ST1,30
HS6ST3,3063
HSBP1,41
HSBP1L1,14
HSCB,47
HSD11B1,3064
HSD11B1L,55
HSD11B2,41
HSD17B1,14
HSD17B11,3065
HSD17B12,37
HSD17B13,3066
HSD17B14,3067
HSD17B2,3068
HSD17B3,3069
HSD17B4,37
HSD17B6,30
HSD17B7,60
HSD17B8,60
HSD3B1,3070
HSD3B2,3071
HSD3B7,3072
HSDL1,70
HSDL2,4
HSF1,56
HSF2,56
HSF2BP,47
HSF4,70
HSF5,3073
HSP90AA1,63
HSP90AB1,63
HSP90B1,73
HSPA12A,3074
HSPA12B,3075
HSPA13,47
HSPA14,47
HSPA1A,14
HSPA1B,3076
HSPA1L,3077
HSPA2,3078
HSPA4,56
HSPA4L,3079
HSPA5,27
HSPA6,3080
HSPA8,47
HSPA9,27
HSPB2,60
HSPB3,3081
HSPB6,3082
HSPB7,3083
HSPB8,29
HSPB9,3084
HSPBAP1,60
HSPBP1,0
HSPD1,47
HSPE1,27
HSPG2,60
HSPH1,3085
HTATIP2,3086
HTN1,3087
HTN3,3088
HTR1A,3089
HTR1B,3090
HTR1D,3091
HTR1E,3092
HTR1F,3093
HTR2A,3094
HTR2B,63
HTR3A,3095
HTR3B,3096
HTR3C,3097
HTR3D,3098
HTR3E,3099
HTR4,3100
HTR5A,3101
HTR6,60
HTR7,3102
HTRA1,30
HTRA2,54
HTRA3,3103
HTRA4,3104
HTT,30
HUNK,3105
HUS1,45
HUS1B,3106
HVCN1,3107
HYAL1,3108
HYAL2,73
HYAL3,10
HYAL4,3109
HYDIN,3110
HYI,16
HYKK,3111
HYLS1,48
HYOU1,27
HYPK,47
IAPP,3112
IARS,3113
IARS2,47
IBA57,0
IBSP,3114
IBTK,60
ICA1,3115
ICA1L,3116
ICAM1,47
ICAM2,10
ICAM3,3117
ICAM4,60
ICAM5,63
ICE1,3118
ICE2,50
ICK,60
ICMT,21
ICOS,3119
ICOSLG,3120
ID1,14
ID2,11
ID3,3121
ID4,60
IDE,73
IDH1,21
IDH2,29
IDH3B,3122
IDI1,60
IDI2,3123
IDNK,3124
IDO1,54
IDUA,27
IER2,3125
IER3,56
IER3IP1,30
IER5,4
IFFO1,3126
IFFO2,3127
IFI16,3128
IFI27,3129
IFI27L1,3130
IFI27L2,3131
IFI30,38
IFI35,27
IFI44,11
IFI44L,3132
IFI6,3133
IFIH1,30
IFIT1,3134
IFIT1B,3135
IFIT2,52
IFIT3,47
IFIT5,60
IFITM1,3136
IFITM2,41
IFITM3,29
IFITM5,3137
IFNA1,3138
IFNA10,3139
IFNA14,3140
IFNA16,3141
IFNA17,3142
IFNA2,3143
IFNA21,3144
IFNA4,3145
IFNA5,3146
IFNA6,3147
IFNA7,3148
IFNA8,3149
IFNAR1,47
IFNAR2,3150
IFNB1,3151
IFNE,3152
IFNG,3153
IFNGR1,3154
IFNGR2,3155
IFNK,3156
IFNL1,3157
IFNL2,3158
IFNL3,3159
IFNLR1,3160
IFNW1,3161
IFRD1,50
IFRD2,3162
IFT122,60
IFT140,60
IFT172,60
IFT20,54
IFT22,27
IFT27,60
IFT43,14
IFT52,3163
IFT57,41
IFT74,14
IFT80,38
IFT81,14
IFT88,3164
IGDCC3,3165
IGDCC4,3166
IGF1,3167
IGF1R,73
IGF2BP1,14
IGF2BP2,60
IGF2BP3,5
IGFALS,10
IGFBP1,3168
IGFBP2,3169
IGFBP3,60
IGFBP4,60
IGFBP5,21
IGFBP6,70
IGFBP7,3170
IGFBPL1,3171
IGFL1,3172
IGFL2,3173
IGFL3,3174
IGFL4,3175
IGFLR1,3176
IGFN1,14
IGHMBP2,10
IGIP,4
IGLL1,3177
IGLL5,3178
IGLON5,3179
IGSF10,3180
IGSF11,3181
IGSF21,3182
IGSF22,3183
IGSF23,3184
IGSF3,14
IGSF5,3185
IGSF6,3186
IGSF8,3187
IGSF9,29
IGSF9B,3188
IHH,3189
IK,27
IKBIP,3190
IKBKB,3
IKBKE,3191
IKZF1,3
IKZF2,14
IKZF3,73
IKZF4,52
IKZF5,73
IL10,3192
IL10RA,3193
IL10RB,3194
IL11,3195
IL11RA,3196
IL12A,3197
IL12B,3198
IL12RB1,3199
IL12RB2,3200
IL13,3201
IL15,14
IL15RA,60
IL16,3202
IL17A,3203
IL17B,3204
IL17C,3205
IL17D,3206
IL17F,3207
IL17RA,3208
IL17RB,29
IL17RC,3209
IL17RD,3210
IL17RE,30
IL17REL,3211
IL18,29
IL18BP,14
IL18R1,52
IL18RAP,3212
IL19,3213
IL1A,3214
IL1B,3215
IL1F10,3216
IL1R1,3
IL1R2,3217
IL1RAP,3
IL1RL1,3218
IL1RL2,3219
IL1RN,3220
IL2,3221
IL20,3222
IL20RA,3223
IL21,3224
IL21R,3225
IL22,3226
IL22RA1,52
IL22RA2,3227
IL23A,3228
IL23R,3229
IL24,3230
IL25,3231
IL26,3232
IL27,3233
IL27RA,14
IL2RA,3234
IL2RB,3235
IL3,3236
IL31,3237
IL31RA,3238
IL32,54
IL33,3239
IL34,3240
IL36A,3241
IL36B,3242
IL36G,3243
IL36RN,3244
IL37,3245
IL4,3246
IL4I1,14
IL4R,3247
IL5,3248
IL5RA,3249
IL6,55
IL6R,3
IL6ST,3
IL7,3250
IL7R,3251
IL9,3252
ILDR1,3253
ILDR2,60
ILF2,14
ILF3,14
ILK,41
ILKAP,3254
ILVBL,3255
IMMP2L,3256
IMMT,54
IMP3,47
IMP4,47
IMPA1,30
IMPA2,3257
IMPACT,14
IMPAD1,63
IMPDH2,11
IMPG1,3258
IMPG2,3259
INA,14
INCA1,60
INCENP,27
INF2,3260
ING1,70
ING2,70
ING3,50
ING4,3261
ING5,70
INHA,3262
INHBA,54
INHBB,3263
INHBC,10
INHBE,60
INMT,3264
INO80,70
INO80B,70
INO80C,70
INO80D,70
INO80E,70
INPP1,3265
INPP4A,14
INPP4B,3266
INPP5A,3
INPP5B,63
INPP5E,60
INPP5F,3267
INPP5J,3268
INPP5K,30
INPPL1,4
INS,3269
INSC,3270
INSIG1,73
INSIG2,14
INSL3,3271
INSL4,3272
INSL5,3273
INSL6,3274
INSM1,3275
INSM2,29
INSR,73
INSRR,3276
INTS1,50
INTS10,50
INTS12,50
INTS2,50
INTS3,27
INTS4,27
INTS5,50
INTS6,50
INTS7,50
INTS8,50
INTS9,30
INTU,3277
INVS,54
IP6K1,0
IP6K2,54
IP6K3,60
IPCEF1,3278
IPMK,11
IPO13,27
IPO4,11
IPO5,11
IPO7,27
IPO8,4
IPO9,38
IPPK,11
IQCA1,3279
IQCB1,3280
IQCD,3
IQCE,60
IQCF1,3281
IQCF2,3282
IQCF3,3283
IQCF5,3284
IQCF6,3285
IQCG,3286
IQGAP1,3287
IQGAP2,14
IQGAP3,70
IQSEC1,65
IQSEC3,3288
IQUB,3289
IRAK1BP1,60
IRAK2,3290
IRAK3,3291
IRAK4,3
IREB2,47
IRF1,47
IRF2,73
IRF2BP1,3292
IRF3,3293
IRF4,3
IRF5,3294
IRF6,3
IRF7,3295
IRF8,70
IRF9,3296
IRGC,3297
IRGM,3298
IRGQ,3299
IRS1,73
IRS2,73
IRX2,3300
IRX3,14
IRX4,3301
IRX5,70
IRX6,3302
ISCA1,0
ISCA2,0
ISCU,27
ISG15,47
ISG20,14
ISG20L2,47
ISL1,29
ISL2,3303
ISLR,3304
ISLR2,3305
ISM2,3306
ISOC1,60
ISOC2,14
IST1,52
ISX,3307
ISY1,3308
ISYNA1,14
ITCH,56
ITFG1,3309
ITFG2,3310
ITGA1,14
ITGA10,3311
ITGA11,3312
ITGA2,14
ITGA2B,55
ITGA3,41
ITGA4,3313
ITGA5,3314
ITGA6,48
ITGA7,3315
ITGA8,3316
ITGA9,3317
ITGAD,3318
ITGAE,3319
ITGAL,3320
ITGAM,3321
ITGAV,41
ITGAX,3322
ITGB1,41
ITGB1BP1,5
ITGB2,3323
ITGB3BP,14
ITGB4,48
ITGB5,41
ITGB6,3324
ITGB7,27
ITGB8,52
ITGBL1,60
ITIH1,3325
ITIH2,3326
ITIH3,3327
ITIH4,3328
ITK,3329
ITLN1,3330
ITLN2,3331
ITM2B,41
ITM2C,14
ITPA,55
ITPK1,11
ITPKA,29
ITPKB,3332
ITPKC,29
ITPR1,3333
ITPR2,50
ITPR3,48
ITPRIP,56
ITPRIPL1,3334
ITPRIPL2,3335
ITSN1,27
ITSN2,52
IVD,63
IVL,3336
IVNS1ABP,3337
IWS1,50
IYD,3338
IZUMO1,3339
IZUMO2,3340
IZUMO3,3341
IZUMO4,60
JADE1,3342
JADE2,70
JAG1,54
JAG2,3343
JAGN1,56
JAK1,47
JAK2,70
JAK3,63
JAKMIP1,3344
JAKMIP2,3345
JAKMIP3,3346
JAM2,3347
JAM3,3348
JARID2,3349
JAZF1,27
JDP2,3350
JKAMP,14
JMJD4,3351
JMJD6,63
JMJD7,3352
JMJD8,60
JMY,5
JOSD1,73
JOSD2,3353
JPH1,3354
JPH2,3355
JPH3,3356
JPH4,14
JSRP1,3357
JTB,30
JUN,14
JUNB,3
JUND,3358
JUP,8
KAAG1,65
KALRN,3359
KANK1,3360
KANK2,3361
KANK3,3362
KANK4,3363
KANSL1,50
KANSL1L,3364
KANSL2,50
KANSL3,50
KAT2A,50
KAT2B,38
KAT5,50
KAT6A,70
KAT6B,70
KAT7,70
KAT8,4
KATNA1,14
KATNAL1,3365
KATNAL2,3366
KATNB1,48
KATNBL1,3367
KAZALD1,3368
KAZN,3369
KBTBD13,3370
KBTBD2,73
KBTBD6,4
KBTBD7,3371
KBTBD8,3372
KCMF1,73
KCNA1,3373
KCNA10,3374
KCNA2,3375
KCNA3,3376
KCNA4,3377
KCNA5,3378
KCNA6,55
KCNA7,14
KCNAB2,73
KCNAB3,29
KCNB1,3379
KCNB2,3380
KCNC1,3381
KCNC2,3382
KCNC3,3383
KCNC4,73
KCND2,3384
KCND3,3385
KCNE1,3386
KCNE2,3387
KCNE3,3388
KCNE4,60
KCNG1,3389
KCNG2,3390
KCNG3,29
KCNG4,3391
KCNH1,3392
KCNH3,60
KCNH4,3393
KCNH5,3394
KCNH6,3395
KCNH7,3396
KCNH8,3397
KCNIP1,3398
KCNIP2,54
KCNIP3,54
KCNIP4,29
KCNJ1,3399
KCNJ10,65
KCNJ11,3400
KCNJ12,3401
KCNJ13,70
KCNJ14,29
KCNJ15,3402
KCNJ2,3403
KCNJ3,3404
KCNJ4,3405
KCNJ5,3406
KCNJ6,3407
KCNJ8,3408
KCNJ9,3409
KCNK1,3410
KCNK10,3411
KCNK12,3412
KCNK13,3413
KCNK15,3414
KCNK16,3415
KCNK17,3416
KCNK18,3417
KCNK2,3418
KCNK3,3419
KCNK4,3420
KCNK5,4
KCNK6,60
KCNK7,3421
KCNK9,3422
KCNMA1,60
KCNMB1,3423
KCNMB2,3424
KCNMB3,3425
KCNMB4,27
KCNN1,3426
KCNN2,3427
KCNN3,3428
KCNN4,14
KCNQ1,3429
KCNQ2,3430
KCNQ3,3431
KCNQ4,3432
KCNQ5,60
KCNRG,3433
KCNS1,3434
KCNS2,3435
KCNS3,3436
KCNT1,3437
KCNT2,3438
KCNU1,3439
KCNV1,3440
KCNV2,3441
KCTD1,3442
KCTD10,52
KCTD11,60
KCTD12,73
KCTD13,3443
KCTD14,3444
KCTD15,27
KCTD16,3445
KCTD17,14
KCTD18,60
KCTD19,3446
KCTD2,14
KCTD20,3447
KCTD21,0
KCTD3,60
KCTD4,60
KCTD5,70
KCTD6,3448
KCTD7,3449
KCTD8,3450
KCTD9,3451
KDELR1,50
KDELR2,60
KDELR3,60
KDF1,3
KDM1A,41
KDM1B,60
KDM2A,50
KDM2B,70
KDM3A,14
KDM3B,72
KDM4A,4
KDM4B,3452
KDM4C,3453
KDM4D,3454
KDM4E,3455
KDM5A,70
KDM5B,3
KDM6B,3456
KDM7A,5
KDM8,63
KDR,3457
KDSR,37
KEAP1,52
KEL,3458
KERA,3459
KHDC1,60
KHDC1L,52
KHDC3L,3460
KHDRBS1,14
KHDRBS2,3461
KHDRBS3,3462
KHK,65
KHNYN,3463
KHSRP,4
KIAA0100,14
KIAA0232,3464
KIAA0319,60
KIAA0319L,60
KIAA0408,3465
KIAA0513,3466
KIAA0556,14
KIAA0586,60
KIAA0753,3467
KIAA1107,3468
KIAA1109,3469
KIAA1143,60
KIAA1191,3470
KIAA1217,3471
KIAA1324,3472
KIAA1324L,4
KIAA1328,3473
KIAA1522,3
KIAA1549,45
KIAA1549L,3474
KIAA1586,3475
KIAA1614,3476
KIAA1958,70
KIAA2013,63
KIDINS220,41
KIF11,27
KIF12,3477
KIF13A,10
KIF13B,56
KIF14,52
KIF15,21
KIF16B,71
KIF17,3478
KIF18A,3479
KIF18B,21
KIF19,3480
KIF1A,3481
KIF1B,10
KIF1C,14
KIF20A,27
KIF20B,54
KIF21A,3482
KIF21B,3483
KIF22,73
KIF23,3484
KIF24,3485
KIF25,3486
KIF26A,73
KIF27,30
KIF2A,48
KIF2B,3487
KIF2C,21
KIF3A,3488
KIF3B,60
KIF3C,14
KIF4B,3489
KIF5A,4
KIF5B,29
KIF6,3490
KIF7,14
KIF9,73
KIFAP3,3491
KIFC1,21
KIFC2,60
KIFC3,3492
KIN,3493
KIR2DL1,3494
KIR2DL3,3495
KIR2DL4,3496
KIR3DL1,3497
KIR3DL2,3498
KIR3DL3,3499
KIRREL2,3500
KIRREL3,3501
KISS1,3502
KISS1R,3503
KIT,3504
KITLG,3505
KL,3506
KLB,29
KLC1,63
KLC2,41
KLC3,60
KLC4,60
KLF1,11
KLF10,3507
KLF11,3508
KLF12,4
KLF13,14
KLF14,3509
KLF15,3510
KLF16,3511
KLF17,3512
KLF2,3513
KLF3,3
KLF4,60
KLF5,3
KLF6,3514
KLF7,3515
KLHDC1,3516
KLHDC10,14
KLHDC2,3517
KLHDC3,73
KLHDC4,60
KLHDC7A,3518
KLHDC8A,3519
KLHDC8B,29
KLHDC9,54
KLHL1,3520
KLHL10,3521
KLHL11,60
KLHL12,41
KLHL14,3522
KLHL17,3523
KLHL18,3524
KLHL2,60
KLHL20,47
KLHL21,60
KLHL22,14
KLHL23,3525
KLHL24,3526
KLHL25,14
KLHL29,3527
KLHL3,30
KLHL31,3528
KLHL35,3529
KLHL36,3530
KLHL38,3531
KLHL40,3532
KLHL41,3533
KLHL42,41
KLHL5,3534
KLHL6,3535
KLHL7,60
KLHL8,3536
KLHL9,73
KLK1,3537
KLK10,3538
KLK11,3539
KLK12,3540
KLK13,60
KLK14,3541
KLK15,3542
KLK2,3543
KLK3,3544
KLK4,3545
KLK5,65
KLK6,3546
KLK7,3547
KLK8,70
KLKB1,3548
KLLN,73
KLRB1,3549
KLRC1,3550
KLRC2,3551
KLRC3,3552
KLRC4,3553
KLRD1,3554
KLRF1,3555
KLRF2,3556
KLRG1,3557
KLRG2,3558
KLRK1,3559
KMT2A,70
KMT2B,50
KMT2C,41
KMT2D,41
KMT2E,50
KNCN,3560
KNDC1,3561
KNG1,3562
KNOP1,3563
KNSTRN,27
KNTC1,21
KPNA1,5
KPNA2,8
KPNA3,10
KPNA4,10
KPNA5,3564
KPNA6,14
KPNA7,14
KPNB1,27
KPRP,3565
KPTN,3566
KRAS,21
KRBA2,60
KRBOX1,3567
KREMEN1,14
KREMEN2,3568
KRI1,27
