dataset,repeat,alpha,delta,arm,label,fdp,pool_risk,correct,total,units,supp_units
Wainberg,44,0.1,0.1,goco-N,top2714,0.0946635443258491,0.09381687033525399,171,868,541,119
Wainberg,44,0.2,0.5,goco-N,top8653,0.2023084274667221,0.1946333526414797,319,2673,1075,196
Wainberg,44,0.2,0.1,goco-N,top8653,0.2023084274667221,0.1946333526414797,319,2673,1075,196
Wainberg,45,0.05,0.5,goco-N,top1844,0.046603758560280296,0.046152792472701015,180,593,299,99
Wainberg,45,0.05,0.1,goco-N,top1844,0.046603758560280296,0.046152792472701015,180,593,299,99
Wainberg,45,0.1,0.5,goco-N,top3512,0.08679518150814056,0.08908698182264836,244,1081,514,141
Wainberg,45,0.1,0.1,goco-N,top3512,0.08679518150814056,0.08908698182264836,244,1081,514,141
Wainberg,45,0.2,0.5,goco-N,top11197,0.1917479573677503,0.19664073384973507,428,3271,1039,229
Wainberg,45,0.2,0.1,goco-N,top9843,0.17746388972075472,0.18222353713600478,400,2852,974,219
Wainberg,46,0.05,0.5,goco-N,top1844,0.03806097635772604,0.04256014279229193,211,567,277,115
Wainberg,46,0.05,0.1,goco-N,top1844,0.03806097635772604,0.04256014279229193,211,567,277,115
Wainberg,46,0.1,0.5,goco-N,top3994,0.0935471855427533,0.09589385439781667,309,1279,573,171
Wainberg,46,0.1,0.1,goco-N,top3512,0.08235852311939268,0.08566041534076653,300,1122,521,169
Wainberg,46,0.2,0.5,goco-N,top9843,0.19386177053550355,0.19195278436127522,426,3114,1055,230
Wainberg,46,0.2,0.1,goco-N,top9843,0.19386177053550355,0.19195278436127522,426,3114,1055,230
Wainberg,47,0.05,0.5,goco-N,top1844,0.040858023946880005,0.04498081412080709,193,563,283,108
Wainberg,47,0.05,0.1,goco-N,top1844,0.040858023946880005,0.04498081412080709,193,563,283,108
Wainberg,47,0.1,0.5,goco-N,top3994,0.08567886548046953,0.0900170467017478,272,1300,514,150
Wainberg,47,0.1,0.1,goco-N,top3994,0.08567886548046953,0.0900170467017478,272,1300,514,150
Wainberg,47,0.2,0.5,goco-N,top11197,0.18704296737019316,0.19439284850011496,440,3408,1015,223
Wainberg,47,0.2,0.1,goco-N,top9843,0.17202446096095708,0.17798694549177269,413,3019,942,212
Wainberg,48,0.05,0.5,goco-N,top1621,0.033962994231039816,0.03951272688697943,145,434,236,88
Wainberg,48,0.05,0.1,goco-N,top1621,0.033962994231039816,0.03951272688697943,145,434,236,88
Wainberg,48,0.1,0.5,goco-N,top3512,0.07984551731066471,0.08945393536286217,214,1044,479,136
Wainberg,48,0.1,0.1,goco-N,top3512,0.07984551731066471,0.08945393536286217,214,1044,479,136
Wainberg,48,0.2,0.5,goco-N,top11197,0.18853052788166033,0.1942647704183343,439,3429,1025,230
Wainberg,48,0.2,0.1,goco-N,top9843,0.1738871890380615,0.17890662120523773,385,3017,944,204
Wainberg,49,0.05,0.5,goco-N,top1425,0.0429682003658365,0.043696045424853024,148,457,287,99
Wainberg,49,0.05,0.1,goco-N,top1425,0.0429682003658365,0.043696045424853024,148,457,287,99
Wainberg,49,0.1,0.5,goco-N,top2714,0.08469935744102058,0.08811899457872022,209,845,518,144
Wainberg,49,0.1,0.1,goco-N,top2714,0.08469935744102058,0.08811899457872022,209,845,518,144
Wainberg,49,0.2,0.5,goco-N,top8653,0.19590758352025206,0.1950666791522557,338,2761,1058,211
Wainberg,49,0.2,0.1,goco-N,top8653,0.19590758352025206,0.1950666791522557,338,2761,1058,211
Wainberg,50,0.05,0.5,goco-N,top2097,0.05245666579562738,0.04935165178745903,210,696,336,108
Wainberg,50,0.05,0.1,goco-N,top1844,0.04626273894952663,0.04493459290152924,194,607,303,103
Wainberg,50,0.1,0.5,goco-N,top3512,0.09880132882454536,0.09818711128243313,248,1144,565,129
Wainberg,50,0.1,0.1,goco-N,top3087,0.08035571904292883,0.08029180301076186,245,999,476,126
Wainberg,50,0.2,0.5,goco-N,top9843,0.18619048910489783,0.18697951037951227,452,3040,1007,220
Wainberg,50,0.2,0.1,goco-N,top9843,0.18619048910489783,0.18697951037951227,452,3040,1007,220
Wainberg,51,0.05,0.5,goco-N,top2097,0.04626845997677572,0.0480114353540312,190,699,297,104
Wainberg,51,0.05,0.1,goco-N,top1844,0.043370424074307565,0.04436980223825106,178,617,283,99
Wainberg,51,0.1,0.5,goco-N,top4544,0.08693461498850616,0.08853603878977333,266,1510,507,144
Wainberg,51,0.1,0.1,goco-N,top4544,0.08693461498850616,0.08853603878977333,266,1510,507,144
Wainberg,51,0.2,0.5,goco-N,top12736,0.18869749961008214,0.19099331199291414,512,3881,1024,243
Wainberg,51,0.2,0.1,goco-N,top12736,0.18869749961008214,0.19099331199291414,512,3881,1024,243
Wainberg,52,0.05,0.5,goco-N,top2097,0.04879332887458679,0.04907434165084534,184,651,315,108
Wainberg,52,0.05,0.1,goco-N,top1844,0.043080651232825146,0.04192411469407601,174,576,283,101
Wainberg,52,0.1,0.5,goco-N,top4544,0.09735854672272992,0.09852927332174606,254,1411,562,153
Wainberg,52,0.1,0.1,goco-N,top3994,0.08139023427911143,0.08412112626498838,244,1246,488,149
Wainberg,52,0.2,0.5,goco-N,top11197,0.18423060376488476,0.18830067705515988,437,3418,992,225
Wainberg,52,0.2,0.1,goco-N,top11197,0.18423060376488476,0.18830067705515988,437,3418,992,225
Wainberg,53,0.05,0.5,goco-N,top2097,0.055141979403271084,0.051051863587503236,206,697,351,112
Wainberg,53,0.05,0.1,goco-N,top1844,0.046558892306042994,0.04341448620555197,195,602,306,106
Wainberg,53,0.1,0.5,goco-N,top3994,0.10208203866392974,0.09859054954052553,272,1346,583,146
Wainberg,53,0.1,0.1,goco-N,top3512,0.09389485215783232,0.09030421008830311,258,1188,545,141
Wainberg,53,0.2,0.5,goco-N,top11197,0.19465142485562656,0.18940251254643456,447,3497,1059,239
Wainberg,53,0.2,0.1,goco-N,top11197,0.19465142485562656,0.18940251254643456,447,3497,1059,239
Wainberg,54,0.05,0.5,goco-N,top1621,0.041199900423201395,0.04183802635789974,137,467,270,85
Wainberg,54,0.05,0.1,goco-N,top1621,0.041199900423201395,0.04183802635789974,137,467,270,85
Wainberg,54,0.1,0.5,goco-N,top3087,0.09534362499748737,0.09434955809032487,178,931,536,108
Wainberg,54,0.1,0.1,goco-N,top3087,0.09534362499748737,0.09434955809032487,178,931,536,108
Wainberg,54,0.2,0.5,goco-N,top9843,0.19501912837739568,0.1978752474161583,350,2893,1048,206
Wainberg,54,0.2,0.1,goco-N,top8653,0.18369487444550142,0.1869938032255723,321,2559,989,189
Wainberg,55,0.05,0.5,goco-N,top1844,0.0452874262129222,0.04587335515932069,209,601,308,116
Wainberg,55,0.05,0.1,goco-N,top1844,0.0452874262129222,0.04587335515932069,209,601,308,116
Wainberg,55,0.1,0.5,goco-N,top3087,0.0950814985164922,0.09253719919038245,242,1039,556,136
Wainberg,55,0.1,0.1,goco-N,top3087,0.0950814985164922,0.09253719919038245,242,1039,556,136
Wainberg,55,0.2,0.5,goco-N,top9843,0.1872768128571988,0.19225597719872833,424,3221,1027,233
Wainberg,55,0.2,0.1,goco-N,top9843,0.1872768128571988,0.19225597719872833,424,3221,1027,233
Wainberg,56,0.05,0.5,goco-N,top1621,0.04145175447412678,0.042842849884707074,153,485,267,84
Wainberg,56,0.05,0.1,goco-N,top1621,0.04145175447412678,0.042842849884707074,153,485,267,84
Wainberg,56,0.1,0.5,goco-N,top3087,0.09277737880523866,0.09395671452477643,179,986,524,107
Wainberg,56,0.1,0.1,goco-N,top3087,0.09277737880523866,0.09395671452477643,179,986,524,107
Wainberg,56,0.2,0.5,goco-N,top9843,0.19163112590787998,0.1896010603186864,343,3082,1011,182
Wainberg,56,0.2,0.1,goco-N,top9843,0.19163112590787998,0.1896010603186864,343,3082,1011,182
Wainberg,57,0.05,0.5,goco-N,top2097,0.04790087907964649,0.04797112960617042,209,674,307,106
Wainberg,57,0.05,0.1,goco-N,top1844,0.04245512472612515,0.0423062272282888,196,599,280,102
Wainberg,57,0.1,0.5,goco-N,top4544,0.09917480858806313,0.09470899522957209,310,1415,574,155
Wainberg,57,0.1,0.1,goco-N,top4544,0.09917480858806313,0.09470899522957209,310,1415,574,155
Wainberg,57,0.2,0.5,goco-N,top12736,0.20349758415669597,0.1991164554216422,488,3911,1087,225
Wainberg,57,0.2,0.1,goco-N,top11197,0.19176892939480442,0.18606615726730655,463,3462,1032,213
Wainberg,58,0.05,0.5,goco-N,top1844,0.04564580862596903,0.047688167540436276,182,578,307,114
Wainberg,58,0.05,0.1,goco-N,top1621,0.04133952441255101,0.04311743128486006,172,507,289,111
Wainberg,58,0.1,0.5,goco-N,top4544,0.09321931200205727,0.09509773308173922,263,1417,542,146
Wainberg,58,0.1,0.1,goco-N,top4544,0.09321931200205727,0.09509773308173922,263,1417,542,146
Wainberg,58,0.2,0.5,goco-N,top12736,0.1905442220093655,0.19396144590331563,471,3790,1026,221
Wainberg,58,0.2,0.1,goco-N,top11197,0.17144803212187565,0.1763079270873728,433,3342,935,210
Wainberg,59,0.05,0.5,goco-N,top1844,0.05233145389857082,0.04964013533658275,142,611,320,98
Wainberg,59,0.05,0.1,goco-N,top1621,0.046740135480110155,0.04352628846121635,136,527,295,95
Wainberg,59,0.1,0.5,goco-N,top3512,0.10608252670831818,0.10148861612456407,168,1178,579,112
Wainberg,59,0.1,0.1,goco-N,top3087,0.09362223361273592,0.0891088945837451,160,1037,519,107
Wainberg,59,0.2,0.5,goco-N,top11197,0.19206910584354311,0.1900102491839254,388,3657,1023,207
Wainberg,59,0.2,0.1,goco-N,top11197,0.19206910584354311,0.1900102491839254,388,3657,1023,207
Wainberg,60,0.05,0.5,goco-N,top1844,0.04734123633975892,0.04544820853121943,151,574,296,97
Wainberg,60,0.05,0.1,goco-N,top1844,0.04734123633975892,0.04544820853121943,151,574,296,97
Wainberg,60,0.1,0.5,goco-N,top3512,0.09816889116699164,0.09831637311763937,178,1070,548,119
Wainberg,60,0.1,0.1,goco-N,top3087,0.08664554396403276,0.08502992649668695,173,944,492,114
Wainberg,60,0.2,0.5,goco-N,top9843,0.19234420739275107,0.189756393722287,331,3015,1021,197
Wainberg,60,0.2,0.1,goco-N,top9843,0.19234420739275107,0.189756393722287,331,3015,1021,197
Wainberg,61,0.05,0.5,goco-N,top1844,0.049218493504057034,0.04894480456035152,190,603,318,103
Wainberg,61,0.05,0.1,goco-N,top1621,0.04125258799171842,0.041820009044771615,187,529,281,102
Wainberg,61,0.1,0.5,goco-N,top3512,0.1020396557384738,0.1004503402955742,220,1137,574,122
Wainberg,61,0.1,0.1,goco-N,top3087,0.09158567676402204,0.09059382833916776,212,1001,526,119
Wainberg,61,0.2,0.5,goco-N,top11197,0.20224560219967386,0.20027904057237686,439,3657,1080,225
Wainberg,61,0.2,0.1,goco-N,top9843,0.1874244261012136,0.1865550134246645,394,3199,1011,211
Wainberg,62,0.05,0.5,goco-N,top1844,0.04375163319865726,0.043237457231477636,208,604,290,102
Wainberg,62,0.05,0.1,goco-N,top1844,0.04375163319865726,0.043237457231477636,208,604,290,102
Wainberg,62,0.1,0.5,goco-N,top3512,0.09051510611240454,0.09036736000154924,239,1108,518,123
Wainberg,62,0.1,0.1,goco-N,top3512,0.09051510611240454,0.09036736000154924,239,1108,518,123
Wainberg,62,0.2,0.5,goco-N,top9843,0.18216152598234697,0.18420476695060353,419,3005,997,222
Wainberg,62,0.2,0.1,goco-N,top9843,0.18216152598234697,0.18420476695060353,419,3005,997,222
Wainberg,63,0.05,0.5,goco-N,top1621,0.04597187496617636,0.0470141688537749,142,471,294,89
Wainberg,63,0.05,0.1,goco-N,top1425,0.04037744477275925,0.04100597959901512,128,413,262,82
Wainberg,63,0.1,0.5,goco-N,top3087,0.09461890356255068,0.09518555739800903,184,960,538,117
Wainberg,63,0.1,0.1,goco-N,top3087,0.09461890356255068,0.09518555739800903,184,960,538,117
Wainberg,63,0.2,0.5,goco-N,top9843,0.18930764745841008,0.18981829702508654,344,2872,1012,191
Wainberg,63,0.2,0.1,goco-N,top9843,0.18930764745841008,0.18981829702508654,344,2872,1012,191
Wainberg,64,0.05,0.5,goco-N,top2386,0.05670728420306301,0.05204677215932932,182,748,343,100
Wainberg,64,0.05,0.1,goco-N,top2097,0.049657401366983475,0.045085993851382525,166,657,302,87
Wainberg,64,0.1,0.5,goco-N,top4544,0.09808587057115846,0.09388765915589774,226,1430,547,130
Wainberg,64,0.1,0.1,goco-N,top4544,0.09808587057115846,0.09388765915589774,226,1430,547,130
Wainberg,64,0.2,0.5,goco-N,top12736,0.19745442066763996,0.19499969846623785,432,3814,1053,233
Wainberg,64,0.2,0.1,goco-N,top12736,0.19745442066763996,0.19499969846623785,432,3814,1053,233
Wainberg,65,0.05,0.5,goco-N,top1844,0.045713594991957665,0.045125674375741616,191,647,290,101
Wainberg,65,0.05,0.1,goco-N,top1844,0.045713594991957665,0.045125674375741616,191,647,290,101
Wainberg,65,0.1,0.5,goco-N,top3994,0.0919367040726264,0.09369135046764313,252,1262,528,136
Wainberg,65,0.1,0.1,goco-N,top3994,0.0919367040726264,0.09369135046764313,252,1262,528,136
Wainberg,65,0.2,0.5,goco-N,top11197,0.19014186270056938,0.1855385425330539,431,3326,1017,219
Wainberg,65,0.2,0.1,goco-N,top11197,0.19014186270056938,0.1855385425330539,431,3326,1017,219
Wainberg,66,0.05,0.5,goco-N,top2097,0.04874753078636574,0.046616283431267606,140,714,290,80
Wainberg,66,0.05,0.1,goco-N,top2097,0.04874753078636574,0.046616283431267606,140,714,290,80
Wainberg,66,0.1,0.5,goco-N,top4544,0.09772963778097492,0.09594158759732331,217,1554,537,114
Wainberg,66,0.1,0.1,goco-N,top4544,0.09772963778097492,0.09594158759732331,217,1554,537,114
Wainberg,66,0.2,0.5,goco-N,top11197,0.17588491489359184,0.1792855802970435,405,3501,931,192
Wainberg,66,0.2,0.1,goco-N,top11197,0.17588491489359184,0.1792855802970435,405,3501,931,192
Wainberg,67,0.05,0.5,goco-N,top2097,0.04962239990205376,0.04977935731365207,214,675,323,112
Wainberg,67,0.05,0.1,goco-N,top1844,0.043253427661405705,0.04365593526339217,195,581,289,103
Wainberg,67,0.1,0.5,goco-N,top4544,0.0918330485544611,0.09192450962736244,297,1432,539,152
Wainberg,67,0.1,0.1,goco-N,top4544,0.0918330485544611,0.09192450962736244,297,1432,539,152
Wainberg,67,0.2,0.5,goco-N,top12736,0.2071940362908503,0.196666373743737,470,3955,1104,233
Wainberg,67,0.2,0.1,goco-N,top12736,0.2071940362908503,0.196666373743737,470,3955,1104,233
Wainberg,68,0.05,0.5,goco-N,top2097,0.04704290538503286,0.046350178332239526,225,746,309,117
Wainberg,68,0.05,0.1,goco-N,top2097,0.04704290538503286,0.046350178332239526,225,746,309,117
Wainberg,68,0.1,0.5,goco-N,top4544,0.09769996048613236,0.0980242227363123,312,1559,565,155
Wainberg,68,0.1,0.1,goco-N,top3994,0.08727460582068508,0.0877924020957995,294,1373,513,147
Wainberg,68,0.2,0.5,goco-N,top11197,0.19177281032482751,0.19217851341745182,523,3642,1042,252
Wainberg,68,0.2,0.1,goco-N,top11197,0.19177281032482751,0.19217851341745182,523,3642,1042,252
Wainberg,69,0.05,0.5,goco-N,top1844,0.04971870151798391,0.04578228138375869,165,605,314,102
Wainberg,69,0.05,0.1,goco-N,top1844,0.04971870151798391,0.04578228138375869,165,605,314,102
Wainberg,69,0.1,0.5,goco-N,top3994,0.10599469183787462,0.09871704136306565,227,1370,596,133
Wainberg,69,0.1,0.1,goco-N,top3994,0.10599469183787462,0.09871704136306565,227,1370,596,133
Wainberg,69,0.2,0.5,goco-N,top12736,0.21601925637663477,0.20443154627762902,431,4100,1149,236
Wainberg,69,0.2,0.1,goco-N,top11197,0.2018760051749169,0.19332007543563864,395,3654,1082,225
Wainberg,70,0.05,0.5,goco-N,top2097,0.04576616280394246,0.04693900717643243,159,614,284,86
Wainberg,70,0.05,0.1,goco-N,top1844,0.03845872948869994,0.041145265021452146,156,523,249,83
Wainberg,70,0.1,0.5,goco-N,top4544,0.09911758601606639,0.09878685598998647,213,1385,555,124
Wainberg,70,0.1,0.1,goco-N,top3994,0.09111742520881398,0.08976598566556357,199,1237,514,114
Wainberg,70,0.2,0.5,goco-N,top11197,0.17670871164964763,0.1825910244700281,395,3323,950,205
Wainberg,70,0.2,0.1,goco-N,top11197,0.17670871164964763,0.1825910244700281,395,3323,950,205
Wainberg,71,0.05,0.5,goco-N,top1844,0.04524647061582478,0.04579990143127674,174,560,299,105
Wainberg,71,0.05,0.1,goco-N,top1844,0.04524647061582478,0.04579990143127674,174,560,299,105
Wainberg,71,0.1,0.5,goco-N,top5169,0.0932886909301008,0.0946675851934764,290,1545,552,162
Wainberg,71,0.1,0.1,goco-N,top5169,0.0932886909301008,0.0946675851934764,290,1545,552,162
Wainberg,71,0.2,0.5,goco-N,top12736,0.18635542843035124,0.18710909289977792,456,3787,1005,233
Wainberg,71,0.2,0.1,goco-N,top12736,0.18635542843035124,0.18710909289977792,456,3787,1005,233
Wainberg,72,0.05,0.5,goco-N,top1844,0.04369274785062037,0.045779591885817705,206,622,296,109
Wainberg,72,0.05,0.1,goco-N,top1844,0.04369274785062037,0.045779591885817705,206,622,296,109
Wainberg,72,0.1,0.5,goco-N,top3994,0.09276727505410494,0.09411558553222289,284,1334,535,139
Wainberg,72,0.1,0.1,goco-N,top3994,0.09276727505410494,0.09411558553222289,284,1334,535,139
Wainberg,72,0.2,0.5,goco-N,top11197,0.19260311327515162,0.1952552085151844,443,3476,1027,210
Wainberg,72,0.2,0.1,goco-N,top9843,0.1796121928833208,0.1841759796336311,419,3053,964,200
Wainberg,73,0.05,0.5,goco-N,top1844,0.05081760437395726,0.04905942749945563,201,595,328,107
Wainberg,73,0.05,0.1,goco-N,top1621,0.04356770990371666,0.042197460764115714,189,524,290,102
Wainberg,73,0.1,0.5,goco-N,top3087,0.09247160137831306,0.09269164942221574,212,966,526,116
Wainberg,73,0.1,0.1,goco-N,top3087,0.09247160137831306,0.09269164942221574,212,966,526,116
Wainberg,73,0.2,0.5,goco-N,top9843,0.2031550743029604,0.1991754208328157,365,3014,1076,201
Wainberg,73,0.2,0.1,goco-N,top8653,0.1903486737627281,0.1876723548352251,339,2663,1010,187
Wainberg,74,0.05,0.5,goco-N,top1621,0.037786186657018224,0.04270832676917798,141,448,246,78
Wainberg,74,0.05,0.1,goco-N,top1621,0.037786186657018224,0.04270832676917798,141,448,246,78
Wainberg,74,0.1,0.5,goco-N,top3087,0.08390294277271905,0.09044717463484381,168,900,474,95
Wainberg,74,0.1,0.1,goco-N,top3087,0.08390294277271905,0.09044717463484381,168,900,474,95
Wainberg,74,0.2,0.5,goco-N,top9843,0.1803768753642118,0.18838916321747218,317,2848,958,174
Wainberg,74,0.2,0.1,goco-N,top9843,0.1803768753642118,0.18838916321747218,317,2848,958,174
Wainberg,75,0.05,0.5,goco-N,top1844,0.048172713384828196,0.047786007910876005,203,618,321,111
Wainberg,75,0.05,0.1,goco-N,top1621,0.04277838385056621,0.04178276407611617,197,548,293,106
Wainberg,75,0.1,0.5,goco-N,top3087,0.09512016991966338,0.09688251288321637,244,1032,563,140
Wainberg,75,0.1,0.1,goco-N,top2714,0.08495891039685889,0.08513363370908218,233,911,511,133
Wainberg,75,0.2,0.5,goco-N,top8653,0.19175870503962525,0.1972175368306216,408,2686,1048,222
Wainberg,75,0.2,0.1,goco-N,top7607,0.1766158961122088,0.18332911351015674,384,2380,972,208
Wainberg,76,0.05,0.5,goco-N,top1844,0.04549320924373689,0.04372612594737112,164,564,290,93
Wainberg,76,0.05,0.1,goco-N,top1844,0.04549320924373689,0.04372612594737112,164,564,290,93
Wainberg,76,0.1,0.5,goco-N,top3087,0.09528742621292219,0.0953373923141774,176,947,526,99
Wainberg,76,0.1,0.1,goco-N,top3087,0.09528742621292219,0.0953373923141774,176,947,526,99
Wainberg,76,0.2,0.5,goco-N,top9843,0.1886821857478785,0.19263941007150664,315,2912,997,181
Wainberg,76,0.2,0.1,goco-N,top9843,0.1886821857478785,0.19263941007150664,315,2912,997,181
Wainberg,77,0.05,0.5,goco-N,top1844,0.04363681438396508,0.04559716810332358,164,556,280,92
Wainberg,77,0.05,0.1,goco-N,top1844,0.04363681438396508,0.04559716810332358,164,556,280,92
Wainberg,77,0.1,0.5,goco-N,top4544,0.09480799680232957,0.09542469773950822,235,1406,531,128
Wainberg,77,0.1,0.1,goco-N,top4544,0.09480799680232957,0.09542469773950822,235,1406,531,128
Wainberg,77,0.2,0.5,goco-N,top12736,0.1994369213525105,0.19727571124039972,442,3782,1057,210
Wainberg,77,0.2,0.1,goco-N,top11197,0.18359318314101106,0.18105343287710762,412,3352,981,200
Wainberg,78,0.05,0.5,goco-N,top1844,0.04532829805624234,0.04603956250104685,144,558,283,93
Wainberg,78,0.05,0.1,goco-N,top1844,0.04532829805624234,0.04603956250104685,144,558,283,93
Wainberg,78,0.1,0.5,goco-N,top3512,0.0935238076964544,0.09262162096316158,222,1082,530,135
Wainberg,78,0.1,0.1,goco-N,top3512,0.0935238076964544,0.09262162096316158,222,1082,530,135
Wainberg,78,0.2,0.5,goco-N,top9843,0.20131026893762669,0.19752442496134295,371,3005,1076,212
Wainberg,78,0.2,0.1,goco-N,top8653,0.18779472819865886,0.18520484629410577,356,2671,1010,202
Wainberg,79,0.05,0.5,goco-N,top1844,0.04274290270491199,0.04596242484212939,173,546,282,94
Wainberg,79,0.05,0.1,goco-N,top1621,0.037548493437054006,0.0407810860730312,154,469,252,85
Wainberg,79,0.1,0.5,goco-N,top3087,0.0952315624434662,0.0927836228243834,190,958,535,105
Wainberg,79,0.1,0.1,goco-N,top3087,0.0952315624434662,0.0927836228243834,190,958,535,105
Wainberg,79,0.2,0.5,goco-N,top9843,0.19216087421206723,0.18803803305817812,354,2981,1023,191
Wainberg,79,0.2,0.1,goco-N,top9843,0.19216087421206723,0.18803803305817812,354,2981,1023,191
Wainberg,80,0.05,0.5,goco-N,top2097,0.0500999106423336,0.04856320985849652,174,679,312,99
Wainberg,80,0.05,0.1,goco-N,top1844,0.04509729752448199,0.043025686159699525,159,594,280,87
Wainberg,80,0.1,0.5,goco-N,top3512,0.09608852347877253,0.09546987908029476,208,1143,542,122
Wainberg,80,0.1,0.1,goco-N,top3512,0.09608852347877253,0.09546987908029476,208,1143,542,122
Wainberg,80,0.2,0.5,goco-N,top11197,0.197026246432519,0.19395945142711227,408,3563,1047,216
Wainberg,80,0.2,0.1,goco-N,top11197,0.197026246432519,0.19395945142711227,408,3563,1047,216
Wainberg,81,0.05,0.5,goco-N,top2386,0.04985527750376408,0.04890370902055948,170,653,303,88
Wainberg,81,0.05,0.1,goco-N,top2097,0.043411520753971033,0.04320509128624004,162,563,269,81
Wainberg,81,0.1,0.5,goco-N,top3994,0.09234628602070809,0.09004484900793688,206,1231,519,114
Wainberg,81,0.1,0.1,goco-N,top3994,0.09234628602070809,0.09004484900793688,206,1231,519,114
